,0,1
0,113.8237,22.679199
1,113.8302,22.6446
2,113.834396,22.6047
3,113.841202,22.6322
4,113.843498,22.765301
5,113.844704,22.600201
6,113.850899,22.6112
7,113.852798,22.6063
8,113.854301,22.612499
9,113.854797,22.612101
10,113.858002,22.5846
11,113.859398,22.577
12,113.873001,22.586901
13,113.873199,22.566
14,113.875702,22.5721
15,113.876503,22.572901
16,113.877602,22.5816
17,113.878304,22.574301
18,113.878502,22.5746
19,113.879204,22.592199
20,113.879601,22.568501
21,113.883102,22.5585
22,113.885101,22.5875
23,113.886703,22.579201
24,113.889503,22.576599
25,113.891098,22.568501
26,113.891998,22.561501
27,113.893997,22.565901
28,113.894096,22.584801
29,113.894402,22.567499
30,113.895302,22.575899
31,113.896103,22.5753
32,113.896599,22.569401
33,113.896896,22.583
34,113.898102,22.5709
35,113.901398,22.582399
36,113.905998,22.5639
37,113.914497,22.6542
38,113.920303,22.6453
39,113.937599,22.757299
40,113.943398,22.7348
41,114.029198,22.7358
42,114.086502,22.7694
43,113.911797,22.535427
44,113.917938,22.524811
45,113.918488,22.527275
46,113.932144,22.555027
47,113.970947,22.538973
48,113.98317,22.558863
49,114.007881,22.537071
50,114.011665,22.534542
51,114.019966,22.592712
52,114.040688,22.592855
53,114.091278,22.545378
54,114.105766,22.547163
55,114.111084,22.541889
56,114.113983,22.582823
57,114.131065,22.610823
58,113.801201,22.671499
59,113.809502,22.6717
60,113.815598,22.732401
61,113.838097,22.7323
62,113.865997,22.5723
63,113.873703,22.585501
64,113.878601,22.592199
65,113.8806,22.585199
66,113.891998,22.593201
67,113.928596,22.750999
68,113.938499,22.765699
69,113.941704,22.686501
70,114.051682,22.537287
71,114.08107,22.537086
72,114.084175,22.546972
73,114.09108,22.55739
74,114.10257,22.538113
75,114.104973,22.545931
76,114.107918,22.611233
77,114.109505,22.547592
78,114.11895,22.610355
79,114.122116,22.564899
80,114.132629,22.579121
81,114.157455,22.561953
82,114.165436,22.566854
83,114.195015,22.653112
84,113.981781,22.53615
85,113.991386,22.543768
86,114.009781,22.554449
87,114.014771,22.559433
88,114.01548,22.5378
89,114.030518,22.53005
90,114.042053,22.521049
91,114.048332,22.518383
92,114.051582,22.525633
93,114.05323,22.535267
94,114.055336,22.531549
95,114.056847,22.537451
96,114.058731,22.569134
97,114.060883,22.521
98,114.063187,22.537483
99,114.067535,22.56975
100,114.076065,22.5487
101,114.081253,22.549183
102,114.083214,22.549133
103,114.084152,22.546932
104,114.084198,22.546066
105,114.087151,22.553633
106,114.088051,22.551783
107,114.088387,22.54335
108,114.090652,22.559017
109,114.096283,22.55545
110,114.09903,22.543417
111,114.099884,22.540367
112,114.101601,22.552349
113,114.102814,22.552868
114,114.105316,22.54495
115,114.107353,22.537268
116,114.108498,22.545233
117,114.111816,22.5868
118,114.112465,22.542017
119,114.113686,22.5457
120,114.115967,22.546133
121,114.116318,22.546432
122,114.116882,22.604349
123,114.119217,22.5397
124,114.120483,22.542583
125,114.12532,22.570267
126,114.125954,22.54995
127,114.126152,22.570667
128,114.127914,22.55625
129,114.129364,22.550632
130,114.129829,22.611168
131,114.132614,22.571833
132,113.838501,22.611601
133,113.839798,22.6336
134,113.854202,22.6129
135,113.863701,22.5688
136,113.867599,22.577499
137,113.868599,22.569599
138,113.871597,22.586901
139,113.874199,22.596901
140,113.876099,22.5634
141,113.879898,22.576
142,113.881104,22.5627
143,113.882301,22.582899
144,113.883598,22.5818
145,113.890602,22.562799
146,113.891701,22.565399
147,113.8937,22.559999
148,113.895401,22.5707
149,113.896103,22.569901
150,113.8965,22.568701
151,113.898399,22.563801
152,113.898903,22.567301
153,113.827232,22.616051
154,113.866997,22.621918
155,113.879066,22.61265
156,113.92717,22.546432
157,113.940498,22.554632
158,113.940636,22.542418
159,113.945053,22.555183
160,113.94928,22.543034
161,114.005569,22.543167
162,114.009567,22.605766
163,114.016716,22.627483
164,114.018616,22.612551
165,114.022247,22.630217
166,114.023514,22.594667
167,114.025032,22.533567
168,114.029846,22.530483
169,114.03537,22.621668
170,114.035698,22.62055
171,114.042633,22.558634
172,114.043671,22.556683
173,114.043785,22.600218
174,114.044449,22.5982
175,114.05233,22.567183
176,114.055817,22.537399
177,114.067703,22.558533
178,114.068214,22.537067
179,114.06897,22.543318
180,114.076065,22.5399
181,114.08223,22.537483
182,114.126869,22.554567
183,114.160233,22.564333
184,113.91555,22.519428
185,113.918724,22.527599
186,113.921204,22.513338
187,113.931213,22.518852
188,113.960312,22.568623
189,113.961098,22.543074
190,113.978867,22.558645
191,113.981834,22.557787
192,114.017227,22.531418
193,114.032501,22.525898
194,114.037735,22.523451
195,114.040207,22.515093
196,114.042,22.512922
197,114.048607,22.522617
198,114.049675,22.518148
199,114.051788,22.518179
200,114.057076,22.514713
201,114.064453,22.530334
202,114.066025,22.531401
203,114.067924,22.521338
204,114.068542,22.62579
205,114.071648,22.545744
206,114.091301,22.558477
207,114.099617,22.558638
208,113.996216,22.52865
209,114.038383,22.5161
210,114.040047,22.63275
211,114.041115,22.5214
212,114.043701,22.520082
213,114.04393,22.531517
214,114.043983,22.525
215,114.045532,22.519234
216,114.050453,22.516684
217,114.051582,22.518267
218,114.053383,22.536467
219,114.056381,22.519051
220,114.058968,22.529266
221,114.062431,22.53755
222,114.063034,22.539883
223,114.065552,22.524183
224,114.066299,22.568867
225,114.06752,22.559116
226,114.068199,22.52355
227,114.068634,22.551067
228,114.07048,22.531549
229,114.073181,22.558067
230,114.075882,22.551317
231,114.078018,22.533501
232,114.081734,22.5429
233,114.083382,22.5744
234,114.088715,22.570818
235,114.090683,22.5674
236,114.097885,22.569366
237,114.099167,22.540199
238,114.099686,22.551983
239,114.102066,22.55155
240,114.110931,22.608482
241,114.111252,22.600451
242,114.111732,22.538017
243,114.112396,22.542084
244,114.113586,22.538868
245,114.116516,22.5485
246,114.116585,22.602383
247,114.117752,22.546734
248,114.118553,22.553118
249,114.118866,22.546883
250,114.119431,22.544233
251,114.119751,22.544317
252,114.12233,22.551783
253,114.125786,22.547832
254,114.130516,22.607483
255,114.135551,22.619133
256,114.144798,22.555517
257,114.155067,22.626316
258,113.807602,22.7356
259,113.811096,22.7356
260,113.820999,22.730301
261,113.824203,22.673401
262,113.825401,22.6772
263,113.827599,22.695299
264,113.832397,22.679501
265,113.836197,22.679501
266,113.838203,22.5973
267,113.840599,22.607
268,113.842796,22.6304
269,113.843697,22.5994
270,113.852097,22.618401
271,113.854301,22.575701
272,113.856499,22.573999
273,113.8573,22.630899
274,113.857903,22.5851
275,113.8582,22.565599
276,113.858704,22.6366
277,113.859802,22.652201
278,113.861504,22.566799
279,113.865799,22.5721
280,113.8694,22.576099
281,113.872803,22.5888
282,113.8853,22.5802
283,113.887199,22.5613
284,113.890198,22.5585
285,113.894096,22.554001
286,113.937599,22.675301
287,113.787003,22.7213
288,113.798401,22.714399
289,113.803497,22.7353
290,113.804497,22.735201
291,113.812401,22.6136
292,113.816299,22.6138
293,113.818604,22.7313
294,113.833702,22.730301
295,113.841698,22.585501
296,113.842102,22.603901
297,113.843002,22.613501
298,113.849403,22.580299
299,113.853699,22.570601
300,113.853897,22.5805
301,113.854401,22.5756
302,113.855202,22.575001
303,113.857201,22.573999
304,113.857597,22.5854
305,113.857903,22.5847
306,113.859497,22.576401
307,113.859802,22.571199
308,113.861198,22.566099
309,113.863197,22.580299
310,113.865402,22.583099
311,113.869003,22.5644
312,113.871002,22.567801
313,113.871498,22.5882
314,113.875198,22.5716
315,113.876503,22.585199
316,113.878098,22.5921
317,113.881203,22.562799
318,113.884903,22.565901
319,113.886597,22.561199
320,113.888199,22.5828
321,113.888603,22.5648
322,113.889801,22.576099
323,113.890404,22.5714
324,113.891998,22.578899
325,113.895798,22.563601
326,113.896004,22.5755
327,113.8974,22.576599
328,113.898102,22.5772
329,113.8992,22.566601
330,113.900902,22.564301
331,113.904999,22.566401
332,113.852135,22.625282
333,113.918671,22.527134
334,113.920418,22.535517
335,113.927383,22.566
336,113.995949,22.534616
337,114.002983,22.535883
338,114.004303,22.536051
339,114.010216,22.53705
340,114.017502,22.552517
341,114.018967,22.550432
342,114.022415,22.6145
343,114.024353,22.623051
344,114.028717,22.520849
345,114.032547,22.526266
346,114.040916,22.533449
347,114.044014,22.556417
348,114.047279,22.535351
349,114.05162,22.537666
350,114.053566,22.537617
351,114.05677,22.531616
352,114.062317,22.519783
353,114.065086,22.5319
354,114.067596,22.54405
355,114.068047,22.558117
356,114.070168,22.531799
357,114.076065,22.546368
358,114.077499,22.5378
359,114.096451,22.538033
360,114.098785,22.577868
361,114.099602,22.551533
362,114.10717,22.573799
363,114.116364,22.54945
364,114.123352,22.540649
365,114.13353,22.564133
366,114.139282,22.545633
367,114.032883,22.614437
368,114.046707,22.595102
369,114.06675,22.527411
370,114.077133,22.535456
371,114.102524,22.555714
372,114.10981,22.552252
373,114.114052,22.563627
374,114.116631,22.549183
375,114.116829,22.546696
376,114.118614,22.543655
377,114.120018,22.555925
378,114.123062,22.557854
379,114.127213,22.560217
380,114.129318,22.561237
381,114.134407,22.564951
382,113.9049,22.674299
383,113.974503,22.679899
384,113.996902,22.662701
385,114.003998,22.632
386,114.007599,22.627001
387,114.009499,22.6105
388,114.012802,22.6409
389,114.016296,22.6581
390,114.017502,22.654499
391,114.021004,22.657
392,114.021797,22.6677
393,114.024803,22.630699
394,114.025002,22.6364
395,114.025497,22.6721
396,114.026703,22.627199
397,114.028702,22.6203
398,114.030098,22.6653
399,114.030602,22.664301
400,114.031197,22.594801
401,114.031502,22.634501
402,114.032204,22.615101
403,114.0326,22.648199
404,114.035202,22.6164
405,114.035599,22.647301
406,114.0383,22.6416
407,114.038597,22.607201
408,114.039803,22.6457
409,114.039902,22.674
410,114.045799,22.6392
411,114.050499,22.6922
412,114.093102,22.709801
413,114.1101,22.7132
414,114.127701,22.7152
415,114.158997,22.7167
416,113.841003,22.607401
417,113.852997,22.6122
418,113.869797,22.5634
419,113.875099,22.571501
420,114.009903,22.6626
421,114.015198,22.630501
422,114.017303,22.642799
423,114.019096,22.671101
424,114.021004,22.6381
425,114.0214,22.7288
426,114.028397,22.6457
427,114.031502,22.667
428,114.036003,22.647499
429,114.036598,22.6488
430,114.036797,22.658501
431,114.037102,22.6583
432,114.038498,22.642099
433,114.039902,22.6516
434,114.040298,22.6745
435,114.041702,22.674601
436,114.0429,22.693501
437,114.044601,22.692301
438,114.045998,22.6439
439,114.0522,22.6614
440,114.052498,22.6633
441,114.053001,22.6525
442,114.053802,22.648399
443,114.054298,22.6667
444,114.054604,22.644199
445,114.055298,22.629299
446,114.056198,22.653601
447,114.068604,22.6453
448,114.073303,22.653799
449,114.113297,22.621401
450,113.928001,22.666201
451,113.944,22.683701
452,113.962997,22.6847
453,113.977997,22.676001
454,113.991699,22.6675
455,114.018303,22.6549
456,114.026901,22.631001
457,114.033798,22.6339
458,114.035202,22.6115
459,114.0382,22.607599
460,114.055099,22.6409
461,114.057404,22.6432
462,114.059799,22.6035
463,114.066299,22.6259
464,114.0746,22.629499
465,114.094002,22.6327
466,114.101501,22.626301
467,114.1026,22.625999
468,114.104401,22.624901
469,114.105698,22.617001
470,114.107399,22.611799
471,114.110603,22.6096
472,114.111298,22.6082
473,114.112198,22.621599
474,114.113197,22.6096
475,114.1157,22.621401
476,114.117996,22.599701
477,114.118401,22.6203
478,114.119202,22.598
479,114.120003,22.611099
480,114.1203,22.6185
481,114.1222,22.596001
482,114.124298,22.614401
483,114.130302,22.6203
484,114.1306,22.6108
485,114.132202,22.6105
486,114.134102,22.617599
487,114.136703,22.622499
488,114.137398,22.6094
489,114.144897,22.609699
490,114.145302,22.6278
491,114.147903,22.6448
492,114.1502,22.6234
493,113.856033,22.617167
494,113.883781,22.522932
495,113.884468,22.574867
496,113.891685,22.520451
497,113.904816,22.555866
498,113.924271,22.523483
499,113.925964,22.544201
500,113.927185,22.5452
501,113.939613,22.524349
502,113.964897,22.522717
503,114.026932,22.6054
504,114.028069,22.623051
505,114.029152,22.619717
506,114.029602,22.612717
507,114.032082,22.564417
508,114.032402,22.614883
509,114.03553,22.616667
510,114.037384,22.617582
511,114.039185,22.543266
512,114.042465,22.596582
513,114.043182,22.639133
514,114.044151,22.551132
515,114.044434,22.54985
516,114.044731,22.62055
517,114.046547,22.621149
518,114.047951,22.621668
519,114.049301,22.622032
520,114.050468,22.622583
521,114.052582,22.53145
522,114.061234,22.567783
523,114.063751,22.5315
524,114.067467,22.528717
525,114.07103,22.531733
526,114.075119,22.5581
527,114.084282,22.540632
528,114.088715,22.537567
529,114.097984,22.603033
530,114.104897,22.62075
531,114.105667,22.617718
532,114.111603,22.600349
533,114.115334,22.576782
534,114.117065,22.568333
535,114.117668,22.574467
536,114.118446,22.539883
537,114.129051,22.5438
538,114.130531,22.610832
539,114.134453,22.609934
540,114.044762,22.610949
541,113.854004,22.627846
542,113.920448,22.535482
543,113.949425,22.575003
544,113.982346,22.523121
545,113.98896,22.535854
546,114.022278,22.536568
547,114.037506,22.563168
548,114.053459,22.531359
549,114.05938,22.531412
550,114.067078,22.51927
551,114.06916,22.530771
552,114.085548,22.568758
553,114.09449,22.540316
554,114.103394,22.572664
555,114.111717,22.547697
556,114.113388,22.60416
557,113.825798,22.615217
558,113.868904,22.620968
559,113.915154,22.543503
560,113.94352,22.524225
561,113.961311,22.562283
562,114.024422,22.522617
563,114.055038,22.532021
564,114.098717,22.558414
565,113.844002,22.5993
566,113.859596,22.577101
567,113.863503,22.601
568,113.867302,22.5839
569,113.875,22.5763
570,113.882301,22.577101
571,113.884598,22.5798
572,113.885399,22.563
573,113.889503,22.563999
574,113.891701,22.578501
575,113.892097,22.5947
576,113.894203,22.5958
577,113.896797,22.5744
578,113.899696,22.562201
579,113.904198,22.566099
580,113.904297,22.5662
581,113.9048,22.711
582,113.906097,22.577999
583,113.909401,22.575199
584,113.911697,22.7845
585,113.913902,22.702801
586,113.916801,22.5812
587,113.918503,22.582701
588,113.930801,22.685301
589,113.9776,22.677
590,113.979897,22.681601
591,113.985298,22.7346
592,113.986702,22.693399
593,113.990196,22.681801
594,113.994904,22.735399
595,113.999199,22.639999
596,114.018303,22.6553
597,114.044098,22.686001
598,114.052696,22.6682
599,113.981651,22.549067
600,114.019051,22.633301
601,114.02182,22.6399
602,114.022385,22.658417
603,114.026932,22.626167
604,114.02845,22.521267
605,114.031181,22.62355
606,114.032829,22.526217
607,114.034935,22.555017
608,114.042702,22.627367
609,114.043587,22.537201
610,114.044418,22.549467
611,114.044563,22.614668
612,114.044914,22.52965
613,114.045502,22.5054
614,114.046417,22.604218
615,114.04805,22.539482
616,114.048164,22.531218
617,114.051003,22.51795
618,114.051582,22.51425
619,114.051933,22.511183
620,114.055496,22.58005
621,114.057816,22.578583
622,114.058296,22.547483
623,114.061729,22.520416
624,114.061798,22.5193
625,114.063347,22.528
626,114.064201,22.531584
627,114.06588,22.543068
628,114.067734,22.56155
629,114.067986,22.554068
630,114.073814,22.531733
631,114.08123,22.537018
632,114.105247,22.5375
633,114.110283,22.545116
634,114.113853,22.609516
635,114.11412,22.536533
636,114.116951,22.552116
637,114.118065,22.540182
638,114.120216,22.5415
639,114.124115,22.608784
640,114.137016,22.567583
641,114.140419,22.563084
642,114.179482,22.637768
643,114.1912,22.643833
644,114.195602,22.64485
645,114.197731,22.647318
646,113.837448,22.602051
647,113.918114,22.524082
648,113.920647,22.543249
649,113.92202,22.543182
650,113.92572,22.532801
651,113.929901,22.524733
652,113.933533,22.524851
653,113.938721,22.524851
654,113.947014,22.507217
655,113.961182,22.542801
656,113.962982,22.542482
657,113.971016,22.539049
658,113.988701,22.524933
659,114.042,22.520967
660,114.059814,22.527599
661,114.077484,22.553232
662,114.083321,22.537382
663,114.091034,22.57015
664,114.092781,22.561518
665,114.094597,22.560949
666,114.09938,22.55875
667,114.104263,22.565033
668,114.106415,22.574318
669,114.106918,22.542583
670,114.107903,22.571867
671,114.108864,22.57575
672,114.110298,22.547951
673,114.112053,22.603001
674,114.112236,22.585382
675,114.112282,22.545633
676,114.112663,22.549116
677,114.11277,22.549549
678,114.113052,22.545732
679,114.113251,22.599783
680,114.113602,22.55875
681,114.114098,22.5856
682,114.114433,22.581318
683,114.114815,22.580032
684,114.115318,22.581984
685,114.11602,22.55315
686,114.116798,22.582617
687,114.11692,22.551634
688,114.116966,22.53945
689,114.117798,22.570467
690,114.118401,22.56415
691,114.11898,22.562468
692,114.119301,22.539516
693,114.119583,22.560833
694,114.120399,22.611032
695,114.120766,22.556601
696,114.122437,22.576317
697,114.124969,22.553333
698,114.125984,22.543783
699,114.13073,22.577766
700,114.133202,22.577017
701,114.138168,22.571699
702,114.139847,22.556618
703,113.998596,22.671499
704,114.002502,22.6448
705,114.004997,22.646299
706,114.014603,22.6399
707,114.015701,22.6357
708,114.016701,22.640499
709,114.017303,22.638399
710,114.018898,22.6555
711,114.0215,22.6576
